match_id,period,time_period_s,attacker_key,reason
J03WMX,2,254.0,DFL-OBJ-0027V2,attacker_continuous_edge_support
J03WMX,2,254.0,DFL-OBJ-002G89,attacker_continuous_edge_support
J03WMX,2,254.0,DFL-OBJ-002GBW,attacker_continuous_edge_support
J03WMX,2,254.0,DFL-OBJ-J01DVC,attacker_continuous_edge_support
J03WMX,2,258.0,DFL-OBJ-0026ZI,attacker_continuous_edge_support
J03WMX,2,258.0,DFL-OBJ-0027V2,attacker_continuous_edge_support
J03WMX,2,258.0,DFL-OBJ-002G89,attacker_continuous_edge_support
J03WMX,2,258.0,DFL-OBJ-002GBW,attacker_continuous_edge_support
J03WMX,2,258.0,DFL-OBJ-J01DVC,attacker_continuous_edge_support
J03WMX,2,262.0,DFL-OBJ-0026ZI,attacker_continuous_edge_support
J03WMX,2,262.0,DFL-OBJ-0027V2,attacker_continuous_edge_support
J03WMX,2,262.0,DFL-OBJ-002G89,attacker_continuous_edge_support
J03WMX,2,262.0,DFL-OBJ-002GBW,attacker_continuous_edge_support
J03WMX,2,262.0,DFL-OBJ-J01DVC,attacker_continuous_edge_support
J03WMX,2,266.0,DFL-OBJ-0026ZI,attacker_continuous_edge_support
J03WMX,2,266.0,DFL-OBJ-0027V2,attacker_continuous_edge_support
J03WMX,2,266.0,DFL-OBJ-002G89,attacker_continuous_edge_support
J03WMX,2,266.0,DFL-OBJ-002GBW,attacker_continuous_edge_support
J03WMX,2,266.0,DFL-OBJ-J01DVC,attacker_continuous_edge_support
J03WMX,2,270.0,DFL-OBJ-0026ZI,attacker_continuous_edge_support
J03WMX,2,270.0,DFL-OBJ-0027V2,attacker_continuous_edge_support
J03WMX,2,270.0,DFL-OBJ-002G89,attacker_continuous_edge_support
J03WMX,2,270.0,DFL-OBJ-002GBW,attacker_continuous_edge_support
J03WMX,2,270.0,DFL-OBJ-J01DVC,attacker_continuous_edge_support
J03WMX,2,274.0,,possession_or_open_play
J03WMX,2,278.0,DFL-OBJ-0000RP,attacker_continuous_edge_support
J03WMX,2,278.0,DFL-OBJ-000191,attacker_continuous_edge_support
J03WMX,2,278.0,DFL-OBJ-002GCR,attacker_continuous_edge_support
J03WMX,2,278.0,DFL-OBJ-J015S4,attacker_continuous_edge_support
J03WMX,2,278.0,DFL-OBJ-J01N65,attacker_continuous_edge_support
J03WMX,2,282.0,DFL-OBJ-0000RP,attacker_continuous_edge_support
J03WMX,2,282.0,DFL-OBJ-000191,attacker_continuous_edge_support
